replicate,n_tasks,regime,policy,expected_total_cost,task_success_rate,incorrect_action_rate,clarification_frequency
72,10000,overconfident,threshold,1.1033,0.8913,0.1087,0.5598
72,10000,underconfident,always_act,1.9505,0.6099,0.3901,0.0
72,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
72,10000,underconfident,threshold,0.9966,0.9999,0.0001,0.9961
72,10000,noisy,always_act,2.077,0.5846,0.4154,0.0
72,10000,noisy,always_ask,1.0,1.0,0.0,1.0
72,10000,noisy,threshold,1.006,0.9653,0.0347,0.8325
73,10000,calibrated,always_act,1.909,0.6182,0.3818,0.0
73,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
73,10000,calibrated,threshold,0.9507,0.9854,0.0146,0.8777
73,10000,overconfident,always_act,1.909,0.6182,0.3818,0.0
73,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
73,10000,overconfident,threshold,1.1086,0.8903,0.1097,0.5601
73,10000,underconfident,always_act,1.909,0.6182,0.3818,0.0
73,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
73,10000,underconfident,threshold,0.9966,0.9999,0.0001,0.9961
73,10000,noisy,always_act,2.124,0.5752,0.4248,0.0
73,10000,noisy,always_ask,1.0,1.0,0.0,1.0
73,10000,noisy,threshold,1.0019,0.9657,0.0343,0.8304
74,10000,calibrated,always_act,1.938,0.6124,0.3876,0.0
74,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
74,10000,calibrated,threshold,0.9574,0.9848,0.0152,0.8814
74,10000,overconfident,always_act,1.938,0.6124,0.3876,0.0
74,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
74,10000,overconfident,threshold,1.1127,0.8892,0.1108,0.5587
74,10000,underconfident,always_act,1.938,0.6124,0.3876,0.0
74,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
74,10000,underconfident,threshold,0.9967,1.0,0.0,0.9967
74,10000,noisy,always_act,2.0995,0.5801,0.4199,0.0
74,10000,noisy,always_ask,1.0,1.0,0.0,1.0
74,10000,noisy,threshold,1.0041,0.9658,0.0342,0.8331
75,10000,calibrated,always_act,1.962,0.6076,0.3924,0.0
75,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
75,10000,calibrated,threshold,0.9617,0.9841,0.0159,0.8822
75,10000,overconfident,always_act,1.962,0.6076,0.3924,0.0
75,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
75,10000,overconfident,threshold,1.1237,0.8888,0.1112,0.5677
75,10000,underconfident,always_act,1.962,0.6076,0.3924,0.0
75,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
75,10000,underconfident,threshold,0.9986,0.9999,0.0001,0.9981
75,10000,noisy,always_act,2.1535,0.5693,0.4307,0.0
75,10000,noisy,always_ask,1.0,1.0,0.0,1.0
75,10000,noisy,threshold,0.9937,0.9693,0.0307,0.8402
76,10000,calibrated,always_act,1.9345,0.6131,0.3869,0.0
76,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
76,10000,calibrated,threshold,0.9553,0.9846,0.0154,0.8783
76,10000,overconfident,always_act,1.9345,0.6131,0.3869,0.0
76,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
76,10000,overconfident,threshold,1.1098,0.8896,0.1104,0.5578
76,10000,underconfident,always_act,1.9345,0.6131,0.3869,0.0
76,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
76,10000,underconfident,threshold,0.9961,1.0,0.0,0.9961
76,10000,noisy,always_act,2.0855,0.5829,0.4171,0.0
76,10000,noisy,always_ask,1.0,1.0,0.0,1.0
76,10000,noisy,threshold,0.9979,0.9674,0.0326,0.8349
77,10000,calibrated,always_act,1.894,0.6212,0.3788,0.0
77,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
77,10000,calibrated,threshold,0.9563,0.9848,0.0152,0.8803
77,10000,overconfident,always_act,1.894,0.6212,0.3788,0.0
77,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
77,10000,overconfident,threshold,1.1147,0.8906,0.1094,0.5677
77,10000,underconfident,always_act,1.894,0.6212,0.3788,0.0
77,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
77,10000,underconfident,threshold,0.9974,0.9999,0.0001,0.9969
77,10000,noisy,always_act,2.095,0.581,0.419,0.0
77,10000,noisy,always_ask,1.0,1.0,0.0,1.0
77,10000,noisy,threshold,1.0065,0.9651,0.0349,0.832
78,10000,calibrated,always_act,1.931,0.6138,0.3862,0.0
78,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
78,10000,calibrated,threshold,0.9551,0.9852,0.0148,0.8811
78,10000,overconfident,always_act,1.931,0.6138,0.3862,0.0
78,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
78,10000,overconfident,threshold,1.1152,0.8874,0.1126,0.5522
78,10000,underconfident,always_act,1.931,0.6138,0.3862,0.0
78,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
78,10000,underconfident,threshold,0.997,1.0,0.0,0.997
78,10000,noisy,always_act,2.0715,0.5857,0.4143,0.0
78,10000,noisy,always_ask,1.0,1.0,0.0,1.0
78,10000,noisy,threshold,1.0003,0.9671,0.0329,0.8358
79,10000,calibrated,always_act,2.0005,0.5999,0.4001,0.0
79,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
79,10000,calibrated,threshold,0.9602,0.9836,0.0164,0.8782
79,10000,overconfident,always_act,2.0005,0.5999,0.4001,0.0
79,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
79,10000,overconfident,threshold,1.1377,0.8838,0.1162,0.5567
79,10000,underconfident,always_act,2.0005,0.5999,0.4001,0.0
79,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
79,10000,underconfident,threshold,0.9951,1.0,0.0,0.9951
79,10000,noisy,always_act,2.1355,0.5729,0.4271,0.0
79,10000,noisy,always_ask,1.0,1.0,0.0,1.0
79,10000,noisy,threshold,1.0097,0.9654,0.0346,0.8367
80,10000,calibrated,always_act,1.9545,0.6091,0.3909,0.0
80,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
80,10000,calibrated,threshold,0.9718,0.9817,0.0183,0.8803
80,10000,overconfident,always_act,1.9545,0.6091,0.3909,0.0
80,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
80,10000,overconfident,threshold,1.14,0.8836,0.1164,0.558
80,10000,underconfident,always_act,1.9545,0.6091,0.3909,0.0
80,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
80,10000,underconfident,threshold,0.9966,1.0,0.0,0.9966
80,10000,noisy,always_act,2.1185,0.5763,0.4237,0.0
80,10000,noisy,always_ask,1.0,1.0,0.0,1.0
80,10000,noisy,threshold,1.013,0.9633,0.0367,0.8295
81,10000,calibrated,always_act,1.971,0.6058,0.3942,0.0
81,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
81,10000,calibrated,threshold,0.9545,0.9855,0.0145,0.882
81,10000,overconfident,always_act,1.971,0.6058,0.3942,0.0
81,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
81,10000,overconfident,threshold,1.1274,0.8873,0.1127,0.5639
81,10000,underconfident,always_act,1.971,0.6058,0.3942,0.0
81,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
81,10000,underconfident,threshold,0.9975,0.9998,0.0002,0.9965
81,10000,noisy,always_act,2.11,0.578,0.422,0.0
81,10000,noisy,always_ask,1.0,1.0,0.0,1.0
81,10000,noisy,threshold,1.0001,0.9672,0.0328,0.8361
82,10000,calibrated,always_act,1.9655,0.6069,0.3931,0.0
82,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
82,10000,calibrated,threshold,0.9682,0.983,0.017,0.8832
82,10000,overconfident,always_act,1.9655,0.6069,0.3931,0.0
82,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
82,10000,overconfident,threshold,1.1153,0.8899,0.1101,0.5648
82,10000,underconfident,always_act,1.9655,0.6069,0.3931,0.0
82,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
82,10000,underconfident,threshold,0.9971,0.9998,0.0002,0.9961
82,10000,noisy,always_act,2.135,0.573,0.427,0.0
82,10000,noisy,always_ask,1.0,1.0,0.0,1.0
82,10000,noisy,threshold,1.0017,0.9674,0.0326,0.8387
83,10000,calibrated,always_act,1.93,0.614,0.386,0.0
83,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
83,10000,calibrated,threshold,0.9575,0.9845,0.0155,0.88
83,10000,overconfident,always_act,1.93,0.614,0.386,0.0
83,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
83,10000,overconfident,threshold,1.0905,0.8935,0.1065,0.558
83,10000,underconfident,always_act,1.93,0.614,0.386,0.0
83,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
83,10000,underconfident,threshold,0.997,1.0,0.0,0.997
83,10000,noisy,always_act,2.0565,0.5887,0.4113,0.0
83,10000,noisy,always_ask,1.0,1.0,0.0,1.0
83,10000,noisy,threshold,1.0048,0.9658,0.0342,0.8338
84,10000,calibrated,always_act,1.943,0.6114,0.3886,0.0
84,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
84,10000,calibrated,threshold,0.9541,0.9861,0.0139,0.8846
84,10000,overconfident,always_act,1.943,0.6114,0.3886,0.0
84,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
84,10000,overconfident,threshold,1.119,0.8864,0.1136,0.551
84,10000,underconfident,always_act,1.943,0.6114,0.3886,0.0
84,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
84,10000,underconfident,threshold,0.9961,1.0,0.0,0.9961
84,10000,noisy,always_act,2.093,0.5814,0.4186,0.0
84,10000,noisy,always_ask,1.0,1.0,0.0,1.0
84,10000,noisy,threshold,1.0078,0.9658,0.0342,0.8368
85,10000,calibrated,always_act,1.933,0.6134,0.3866,0.0
85,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
85,10000,calibrated,threshold,0.9498,0.9861,0.0139,0.8803
85,10000,overconfident,always_act,1.933,0.6134,0.3866,0.0
85,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
85,10000,overconfident,threshold,1.1251,0.8858,0.1142,0.5541
85,10000,underconfident,always_act,1.933,0.6134,0.3866,0.0
85,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
85,10000,underconfident,threshold,0.9964,1.0,0.0,0.9964
85,10000,noisy,always_act,2.079,0.5842,0.4158,0.0
85,10000,noisy,always_ask,1.0,1.0,0.0,1.0
85,10000,noisy,threshold,1.0054,0.9661,0.0339,0.8359
86,10000,calibrated,always_act,1.9405,0.6119,0.3881,0.0
86,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
86,10000,calibrated,threshold,0.9607,0.9825,0.0175,0.8732
86,10000,overconfident,always_act,1.9405,0.6119,0.3881,0.0
86,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
86,10000,overconfident,threshold,1.1157,0.8876,0.1124,0.5537
86,10000,underconfident,always_act,1.9405,0.6119,0.3881,0.0
86,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
86,10000,underconfident,threshold,0.9978,0.9998,0.0002,0.9968
86,10000,noisy,always_act,2.102,0.5796,0.4204,0.0
86,10000,noisy,always_ask,1.0,1.0,0.0,1.0
86,10000,noisy,threshold,0.9998,0.9655,0.0345,0.8273
87,10000,calibrated,always_act,1.965,0.607,0.393,0.0
87,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
87,10000,calibrated,threshold,0.9537,0.9854,0.0146,0.8807
87,10000,overconfident,always_act,1.965,0.607,0.393,0.0
87,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
87,10000,overconfident,threshold,1.152,0.8816,0.1184,0.56
87,10000,underconfident,always_act,1.965,0.607,0.393,0.0
87,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
87,10000,underconfident,threshold,0.9972,0.9999,0.0001,0.9967
87,10000,noisy,always_act,2.118,0.5764,0.4236,0.0
87,10000,noisy,always_ask,1.0,1.0,0.0,1.0
87,10000,noisy,threshold,1.0063,0.9651,0.0349,0.8318
88,10000,calibrated,always_act,1.9375,0.6125,0.3875,0.0
88,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
88,10000,calibrated,threshold,0.9535,0.9866,0.0134,0.8865
88,10000,overconfident,always_act,1.9375,0.6125,0.3875,0.0
88,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
88,10000,overconfident,threshold,1.1294,0.8856,0.1144,0.5574
88,10000,underconfident,always_act,1.9375,0.6125,0.3875,0.0
88,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
88,10000,underconfident,threshold,0.997,0.9999,0.0001,0.9965
88,10000,noisy,always_act,2.1165,0.5767,0.4233,0.0
88,10000,noisy,always_ask,1.0,1.0,0.0,1.0
88,10000,noisy,threshold,1.0018,0.9675,0.0325,0.8393
89,10000,calibrated,always_act,1.9585,0.6083,0.3917,0.0
89,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
89,10000,calibrated,threshold,0.9537,0.9844,0.0156,0.8757
89,10000,overconfident,always_act,1.9585,0.6083,0.3917,0.0
89,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
89,10000,overconfident,threshold,1.1395,0.8848,0.1152,0.5635
89,10000,underconfident,always_act,1.9585,0.6083,0.3917,0.0
89,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
89,10000,underconfident,threshold,0.9966,0.9999,0.0001,0.9961
89,10000,noisy,always_act,2.0975,0.5805,0.4195,0.0
89,10000,noisy,always_ask,1.0,1.0,0.0,1.0
89,10000,noisy,threshold,0.9971,0.9668,0.0332,0.8311
90,10000,calibrated,always_act,1.946,0.6108,0.3892,0.0
90,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
90,10000,calibrated,threshold,0.9624,0.9818,0.0182,0.8714
90,10000,overconfident,always_act,1.946,0.6108,0.3892,0.0
90,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
90,10000,overconfident,threshold,1.1221,0.8856,0.1144,0.5501
90,10000,underconfident,always_act,1.946,0.6108,0.3892,0.0
90,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
90,10000,underconfident,threshold,0.9951,1.0,0.0,0.9951
90,10000,noisy,always_act,2.0955,0.5809,0.4191,0.0
90,10000,noisy,always_ask,1.0,1.0,0.0,1.0
90,10000,noisy,threshold,1.0076,0.9631,0.0369,0.8231
91,10000,calibrated,always_act,1.9495,0.6101,0.3899,0.0
91,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
91,10000,calibrated,threshold,0.9618,0.9843,0.0157,0.8833
91,10000,overconfident,always_act,1.9495,0.6101,0.3899,0.0
91,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
91,10000,overconfident,threshold,1.1369,0.8826,0.1174,0.5499
91,10000,underconfident,always_act,1.9495,0.6101,0.3899,0.0
91,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
91,10000,underconfident,threshold,0.9963,1.0,0.0,0.9963
91,10000,noisy,always_act,2.105,0.579,0.421,0.0
91,10000,noisy,always_ask,1.0,1.0,0.0,1.0
91,10000,noisy,threshold,1.008,0.9648,0.0352,0.832
92,10000,calibrated,always_act,1.978,0.6044,0.3956,0.0
92,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
92,10000,calibrated,threshold,0.9612,0.9833,0.0167,0.8777
92,10000,overconfident,always_act,1.978,0.6044,0.3956,0.0
92,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
92,10000,overconfident,threshold,1.1419,0.8826,0.1174,0.5549
92,10000,underconfident,always_act,1.978,0.6044,0.3956,0.0
92,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
92,10000,underconfident,threshold,0.9964,1.0,0.0,0.9964
92,10000,noisy,always_act,2.1315,0.5737,0.4263,0.0
92,10000,noisy,always_ask,1.0,1.0,0.0,1.0
92,10000,noisy,threshold,1.0067,0.9657,0.0343,0.8352
93,10000,calibrated,always_act,1.9525,0.6095,0.3905,0.0
93,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
93,10000,calibrated,threshold,0.9651,0.9832,0.0168,0.8811
93,10000,overconfident,always_act,1.9525,0.6095,0.3905,0.0
93,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
93,10000,overconfident,threshold,1.1379,0.8831,0.1169,0.5534
93,10000,underconfident,always_act,1.9525,0.6095,0.3905,0.0
93,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
93,10000,underconfident,threshold,0.9973,0.9999,0.0001,0.9968
93,10000,noisy,always_act,2.139,0.5722,0.4278,0.0
93,10000,noisy,always_ask,1.0,1.0,0.0,1.0
93,10000,noisy,threshold,1.0227,0.9627,0.0373,0.8362
94,10000,calibrated,always_act,1.963,0.6074,0.3926,0.0
94,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
94,10000,calibrated,threshold,0.9679,0.9826,0.0174,0.8809
94,10000,overconfident,always_act,1.963,0.6074,0.3926,0.0
94,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
94,10000,overconfident,threshold,1.1505,0.8818,0.1182,0.5595
94,10000,underconfident,always_act,1.963,0.6074,0.3926,0.0
94,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
94,10000,underconfident,threshold,0.9961,0.9999,0.0001,0.9956
94,10000,noisy,always_act,2.122,0.5756,0.4244,0.0
94,10000,noisy,always_ask,1.0,1.0,0.0,1.0
94,10000,noisy,threshold,1.013,0.9639,0.0361,0.8325
95,10000,calibrated,always_act,1.93,0.614,0.386,0.0
95,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
95,10000,calibrated,threshold,0.9542,0.985,0.015,0.8792
95,10000,overconfident,always_act,1.93,0.614,0.386,0.0
95,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
95,10000,overconfident,threshold,1.1034,0.8908,0.1092,0.5574
95,10000,underconfident,always_act,1.93,0.614,0.386,0.0
95,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
95,10000,underconfident,threshold,0.9977,0.9999,0.0001,0.9972
95,10000,noisy,always_act,2.114,0.5772,0.4228,0.0
95,10000,noisy,always_ask,1.0,1.0,0.0,1.0
95,10000,noisy,threshold,0.9904,0.9685,0.0315,0.8329
96,10000,calibrated,always_act,1.97,0.606,0.394,0.0
96,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
96,10000,calibrated,threshold,0.9597,0.9837,0.0163,0.8782
96,10000,overconfident,always_act,1.97,0.606,0.394,0.0
96,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
96,10000,overconfident,threshold,1.1317,0.8862,0.1138,0.5627
96,10000,underconfident,always_act,1.97,0.606,0.394,0.0
96,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
96,10000,underconfident,threshold,0.9972,1.0,0.0,0.9972
96,10000,noisy,always_act,2.154,0.5692,0.4308,0.0
96,10000,noisy,always_ask,1.0,1.0,0.0,1.0
96,10000,noisy,threshold,1.0126,0.9644,0.0356,0.8346
97,10000,calibrated,always_act,1.9455,0.6109,0.3891,0.0
97,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
97,10000,calibrated,threshold,0.9522,0.9848,0.0152,0.8762
97,10000,overconfident,always_act,1.9455,0.6109,0.3891,0.0
97,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
97,10000,overconfident,threshold,1.1186,0.888,0.112,0.5586
97,10000,underconfident,always_act,1.9455,0.6109,0.3891,0.0
97,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
97,10000,underconfident,threshold,0.9967,0.9998,0.0002,0.9957
97,10000,noisy,always_act,2.128,0.5744,0.4256,0.0
97,10000,noisy,always_ask,1.0,1.0,0.0,1.0
97,10000,noisy,threshold,0.9985,0.9666,0.0334,0.8315
98,10000,calibrated,always_act,1.8975,0.6205,0.3795,0.0
98,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
98,10000,calibrated,threshold,0.9575,0.9854,0.0146,0.8845
98,10000,overconfident,always_act,1.8975,0.6205,0.3795,0.0
98,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
98,10000,overconfident,threshold,1.1011,0.893,0.107,0.5661
98,10000,underconfident,always_act,1.8975,0.6205,0.3795,0.0
98,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
98,10000,underconfident,threshold,0.9982,0.9999,0.0001,0.9977
98,10000,noisy,always_act,2.07,0.586,0.414,0.0
98,10000,noisy,always_ask,1.0,1.0,0.0,1.0
98,10000,noisy,threshold,0.9868,0.9703,0.0297,0.8383
99,10000,calibrated,always_act,1.937,0.6126,0.3874,0.0
99,10000,calibrated,always_ask,1.0,1.0,0.0,1.0
99,10000,calibrated,threshold,0.9576,0.9842,0.0158,0.8786
99,10000,overconfident,always_act,1.937,0.6126,0.3874,0.0
99,10000,overconfident,always_ask,1.0,1.0,0.0,1.0
99,10000,overconfident,threshold,1.1209,0.8886,0.1114,0.5639
99,10000,underconfident,always_act,1.937,0.6126,0.3874,0.0
99,10000,underconfident,always_ask,1.0,1.0,0.0,1.0
99,10000,underconfident,threshold,0.9975,0.9999,0.0001,0.997
99,10000,noisy,always_act,2.1135,0.5773,0.4227,0.0
99,10000,noisy,always_ask,1.0,1.0,0.0,1.0
99,10000,noisy,threshold,1.0141,0.9639,0.0361,0.8336
